sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
S/4HANA,ACDOCA,BDGT_RELEVANT,Budget-Relevant Indicator,PSM_BDGT_RELEVANT,XFELD,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,BDGT_CNSMPN_TYPE,Budget Consumption Type,PSM_BDGT_CNSMPN_TYPE,PSM_BDGT_CNSMPN_TYPE,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,1.00,activity id:1.00,activity id,1.00,activity id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,BDGT_CNSMPN_AMOUNT_TYPE,Budget Consumption Amount Type,PSM_BDGT_CNSMPN_AMOUNT_TYPE,PSM_BDGT_CNSMPN_AMOUNT_TYPE,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.75,activity id:0.75 | invoice.amount:0.75 | absence.start_date:0.60,invoice.amount,0.70,invoice.amount:0.70 | gross amount:0.55 | invoice amount:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,RSPONSORED_PROG,Sponsored Program,GM_SPONSORED_PROG,GM_SPONSORED_PROG,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,RSPONSORED_CLASS,Sponsored Class,GM_SPONSORED_CLASS,GM_SPONSORED_CLASS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,RBDGT_VLDTY_NBR,Budget Validity Number,GM_BDGT_VLDTY_NBR,GM_BDGT_VLDTY_NBR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,KBLNR,Document Number for Earmarked Funds,KBLNR_FI,KBLNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,account.owner_employee_id,0.60,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,0.55,account.owner_employee_id:0.55 | document number:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,KBLPOS,Earmarked Funds: Document Item,KBLPOS,KBLPOS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,journal_entry.line_item_number,1.00,journal_entry.line_item_number:1.00 | requisition.line_item_number:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
S/4HANA,ACDOCA,VNAME,Joint venture,JV_NAME,JV_NAME,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,EGRUP,Equity group,JV_EGROUP,JV_EGROUP,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,vendor_group.id,1.00,vendor_group.id:1.00,vendor_group.id,1.00,vendor_group.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,RECID,Recovery Indicator,JV_RECIND,JV_RECIND,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,profit_center.id,1.00,profit_center.id:1.00,profit_center.id,1.00,profit_center.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,VPTNR,Partner account number,JV_PART,KUNNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,account.id,0.60,account.id:0.60 | material.number:0.60 | supplier_bank_account.account_number:0.60,account number,0.55,account number:0.55 | bank account employee:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,BTYPE,Billing Indicator,JV_BILIND,JV_BILIND,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,ETYPE,Equity type,JV_ETYPE,JV_ETYPE,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,1.00,activity id:1.00,activity id,1.00,activity id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,PRODPER,Production Month (Date to find period and year),JV_PRODPER,JV_PRODPER,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,inventory_lot.manufacture_date,1.00,inventory_lot.manufacture_date:1.00,inventory_lot.manufacture_date,1.00,inventory_lot.manufacture_date:1.00 | address valid to:0.55 | leave to:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,BILLM,Billing Month,JV_BILLM,DATUM,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,POM,Processing operational month,JV_POM,DATUM,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,CBRUNID,Cutback Run ID (Joint Venture Accounting),JV_CBRUNID,TZNTSTMPL,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.60,activity id:0.60 | company.id:0.60 | journal_entry.reference:0.60,activity id,0.55,activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,JVACTIVITY,JVA Activity (Joint Venture Accounting),JV_ACTIVITY,,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,PVNAME,Partner Venture (Joint Venture Accounting),JV_PVNAME,JV_NAME,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,supplier.name,0.50,supplier.name:0.50 | vendor.name:0.50,supplier name,0.55,supplier name:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,PEGRUP,Partner Equity Group (Joint Venture Accounting),JV_PEGRUP,JV_EGROUP,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,S_RECIND,Allocation: Sender Credit Recovery Indicator,JV_SRECIND,JV_RECIND,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,CBRACCT,Cutback Account (Joint Venture Accounting),JV_CBRACCT,SAKNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,CBOBJNR,Cutback Cost Object (Joint Venture Accounting),JV_CBOBJNR,J_OBJNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,SWENR,Business Entity Number,REBDBENO,REBDBENO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,SGENR,Number of Building,REBDBUNO,REBDBUNO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00 | building number:0.55 | street number:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,SGRNR,Number of Land,REBDPRNO,REBDPRNO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,SMENR,Number of Rental Object,REBDRONO,REBDRONO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,RECNNR,Contract Number,RECNNUMBER,RECNNUMBER,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,contract.id,contract.id,contract.id,1.00,contract.id:1.00,contract.id,1.00,contract.id:1.00 | contract number:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,SNKSL,Service Charge Key,RESCSCKEY,RESCSCKEY,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.60,activity id:0.60 | company.id:0.60 | service.id:0.60,activity id,0.55,activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,SEMPSL,Settlement Unit,RESCSUID,RESCSUID,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,DABRZ,Reference date for settlement,DABRBEZ,DDAT,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,absence.start_date,0.60,absence.start_date:0.60 | activity id:0.60 | company.id:0.60,absence.start_date,0.55,absence.start_date:0.55 | activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,PSWENR,Partner Business Entity Number,FINS_PAR_SWENR,REBDBENO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,business_partner.id,0.60,business_partner.id:0.60,,,,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,PSGENR,Partner Building Number,FINS_PAR_SGENR,REBDBUNO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00 | building number:0.55 | street number:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,PSGRNR,Partner Land Number,FINS_PAR_SGRNR,REBDPRNO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,PSMENR,Number of Partner Rental Unit,FINS_PAR_SMENR,REBDRONO,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,PRECNNR,Partner Contract Number,FINS_PAR_RECNNR,RECNNUMBER,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,contract.id,0.60,contract.id:0.60,contract number,0.55,contract number:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,PSNKSL,Partner Service Charge Key,FINS_PAR_SNKSL,RESCSCKEY,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.60,activity id:0.60 | company.id:0.60 | service.id:0.60,activity id,0.55,activity id:0.55 | company.id:0.55 | customer id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,PSEMPSL,Partner Settlement Unit,FINS_PAR_SEMPSL,RESCSUID,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,PDABRZ,Partner Reference Date for Settlement,FINS_PAR_DABRBEZ,DDAT,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,absence.start_date,0.60,absence.start_date:0.60 | activity id:0.60 | company.id:0.60,absence.start_date,0.55,absence.start_date:0.55 | activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,ACROBJTYPE,Type of the Accrual Object,ACR_OBJ_TYPE,ACR_OBJ_TYPE,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,1.00,activity id:1.00,activity id,1.00,activity id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,ACRLOGSYS,Logical System of the Accrual Object,ACR_LOGSYS,LOGSYS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,audit.source_system,1.00,audit.source_system:1.00,audit.source_system,1.00,audit.source_system:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,ACROBJ_ID,Identifier of the Accrual Object,ACR_OBJ_ID,ACR_OBJ_ID,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.60,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,0.55,activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
